Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"8:00 PM, October 27, 2023",SAS,HOU,57,54,126,15,https://www.basketball-reference.com/boxscores/202310270SAS.html
"9:30 PM, October 27, 2023",UTA,LAC,59,59,120,31,https://www.basketball-reference.com/boxscores/202310270UTA.html
"7:30 PM, October 28, 2023",CLE,IND,63,62,113,26,https://www.basketball-reference.com/boxscores/202310280CLE.html
"7:00 PM, October 28, 2023",DET,CHI,43,59,118,34,https://www.basketball-reference.com/boxscores/202310280DET.html
"8:00 PM, October 28, 2023",MIN,MIA,39,51,106,26,https://www.basketball-reference.com/boxscores/202310280MIN.html
"7:00 PM, October 28, 2023",NOP,NYK,44,43,96,19,https://www.basketball-reference.com/boxscores/202310280NOP.html
"10:00 PM, October 28, 2023",PHO,UTA,49,55,126,20,https://www.basketball-reference.com/boxscores/202310280PHO.html
"7:30 PM, October 28, 2023",TOR,PHI,52,62,107,28,https://www.basketball-reference.com/boxscores/202310280TOR.html
"7:00 PM, October 28, 2023",WAS,MEM,50,56,113,21,https://www.basketball-reference.com/boxscores/202310280WAS.html
"7:00 PM, October 29, 2023",HOU,GSW,56,50,95,20,https://www.basketball-reference.com/boxscores/202310290HOU.html
"9:00 PM, October 29, 2023",LAC,SAS,43,40,123,30,https://www.basketball-reference.com/boxscores/202310290LAC.html
"7:00 PM, October 29, 2023",MIL,ATL,63,64,110,30,https://www.basketball-reference.com/boxscores/202310290MIL.html
"3:30 PM, October 29, 2023",OKC,DEN,66,62,95,20,https://www.basketball-reference.com/boxscores/202310290OKC.html
"7:30 PM, October 29, 2023",PHI,POR,49,49,126,27,https://www.basketball-reference.com/boxscores/202310290PHI.html
"9:00 PM, October 29, 2023",SAC,LAL,59,56,132,17,https://www.basketball-reference.com/boxscores/202310290SAC.html
"7:30 PM, October 30, 2023",ATL,MIN,52,61,127,29,https://www.basketball-reference.com/boxscores/202310300ATL.html
"7:00 PM, October 30, 2023",CHO,BRK,58,75,121,38,https://www.basketball-reference.com/boxscores/202310300CHO.html
"9:00 PM, October 30, 2023",DEN,UTA,57,45,110,30,https://www.basketball-reference.com/boxscores/202310300DEN.html
"7:00 PM, October 30, 2023",IND,CHI,60,52,105,22,https://www.basketball-reference.com/boxscores/202310300IND.html
"10:30 PM, October 30, 2023",LAL,ORL,57,46,106,25,https://www.basketball-reference.com/boxscores/202310300LAL.html
"8:00 PM, October 30, 2023",MEM,DAL,65,60,110,24,https://www.basketball-reference.com/boxscores/202310300MEM.html
"8:00 PM, October 30, 2023",MIL,MIA,65,49,122,25,https://www.basketball-reference.com/boxscores/202310300MIL.html
"8:00 PM, October 30, 2023",NOP,GSW,62,68,102,24,https://www.basketball-reference.com/boxscores/202310300NOP.html
"8:00 PM, October 30, 2023",OKC,DET,59,53,124,33,https://www.basketball-reference.com/boxscores/202310300OKC.html
"7:30 PM, October 30, 2023",TOR,POR,45,54,91,17,https://www.basketball-reference.com/boxscores/202310300TOR.html
"7:00 PM, October 30, 2023",WAS,BOS,53,73,107,32,https://www.basketball-reference.com/boxscores/202310300WAS.html
"7:30 PM, October 31, 2023",CLE,NYK,53,56,91,23,https://www.basketball-reference.com/boxscores/202310310CLE.html
"10:30 PM, October 31, 2023",LAC,ORL,63,39,118,30,https://www.basketball-reference.com/boxscores/202310310LAC.html
"10:00 PM, October 31, 2023",PHO,SAS,60,55,114,19,https://www.basketball-reference.com/boxscores/202310310PHO.html
"7:30 PM, November 1, 2023",ATL,WAS,60,61,130,31,https://www.basketball-reference.com/boxscores/202311010ATL.html
"7:30 PM, November 1, 2023",BOS,IND,60,44,155,46,https://www.basketball-reference.com/boxscores/202311010BOS.html
"8:30 PM, November 1, 2023",DAL,CHI,49,56,114,33,https://www.basketball-reference.com/boxscores/202311010DAL.html
"7:00 PM, November 1, 2023",DET,POR,48,62,101,17,https://www.basketball-reference.com/boxscores/202311010DET.html
"10:00 PM, November 1, 2023",GSW,SAC,46,55,102,28,https://www.basketball-reference.com/boxscores/202311010GSW.html
"8:00 PM, November 1, 2023",HOU,CHO,72,47,128,42,https://www.basketball-reference.com/boxscores/202311010HOU.html
"10:00 PM, November 1, 2023",LAL,LAC,56,61,130,13,https://www.basketball-reference.com/boxscores/202311010LAL.html
"7:30 PM, November 1, 2023",MIA,BRK,51,58,105,22,https://www.basketball-reference.com/boxscores/202311010MIA.html
"8:00 PM, November 1, 2023",MIN,DEN,40,49,110,21,https://www.basketball-reference.com/boxscores/202311010MIN.html
"7:30 PM, November 1, 2023",NYK,CLE,49,46,89,26,https://www.basketball-reference.com/boxscores/202311010NYK.html
"7:30 PM, November 1, 2023",OKC,NOP,61,49,106,29,https://www.basketball-reference.com/boxscores/202311010OKC.html
"7:00 PM, November 1, 2023",TOR,MIL,58,53,130,35,https://www.basketball-reference.com/boxscores/202311010TOR.html
"9:00 PM, November 1, 2023",UTA,MEM,57,52,133,29,https://www.basketball-reference.com/boxscores/202311010UTA.html
"8:00 PM, November 2, 2023",NOP,DET,53,63,125,31,https://www.basketball-reference.com/boxscores/202311020NOP.html
"7:00 PM, November 2, 2023",PHI,TOR,45,54,114,24,https://www.basketball-reference.com/boxscores/202311020PHI.html
"10:00 PM, November 2, 2023",PHO,SAS,65,67,121,32,https://www.basketball-reference.com/boxscores/202311020PHO.html
"9:00 PM, November 2, 2023",UTA,ORL,61,54,113,27,https://www.basketball-reference.com/boxscores/202311020UTA.html
In-Season Tournament,CHI,BRK,55,54,107,27,https://www.basketball-reference.com/boxscores/202311030CHI.html
In-Season Tournament,DEN,DAL,58,56,125,23,https://www.basketball-reference.com/boxscores/202311030DEN.html
In-Season Tournament,IND,CLE,56,60,121,33,https://www.basketball-reference.com/boxscores/202311030IND.html
In-Season Tournament,MIA,WAS,53,61,121,20,https://www.basketball-reference.com/boxscores/202311030MIA.html
In-Season Tournament,MIL,NYK,50,55,110,28,https://www.basketball-reference.com/boxscores/202311030MIL.html
In-Season Tournament,OKC,GSW,66,75,139,33,https://www.basketball-reference.com/boxscores/202311030OKC.html
In-Season Tournament,POR,MEM,52,50,115,13,https://www.basketball-reference.com/boxscores/202311030POR.html
"8:00 PM, November 4, 2023",BRK,BOS,69,55,114,26,https://www.basketball-reference.com/boxscores/202311040BRK.html
"9:00 PM, November 4, 2023",DEN,CHI,58,43,123,37,https://www.basketball-reference.com/boxscores/202311040DEN.html
"8:00 PM, November 4, 2023",HOU,SAC,55,34,107,36,https://www.basketball-reference.com/boxscores/202311040HOU.html
"7:00 PM, November 4, 2023",IND,CHO,60,65,124,28,https://www.basketball-reference.com/boxscores/202311040IND.html
"8:00 PM, November 4, 2023",MIN,UTA,41,54,123,31,https://www.basketball-reference.com/boxscores/202311040MIN.html
"7:00 PM, November 4, 2023",NOP,ATL,55,68,105,22,https://www.basketball-reference.com/boxscores/202311040NOP.html
"7:00 PM, November 4, 2023",ORL,LAL,47,54,120,19,https://www.basketball-reference.com/boxscores/202311040ORL.html
"1:00 PM, November 4, 2023",PHI,PHO,46,54,112,32,https://www.basketball-reference.com/boxscores/202311040PHI.html
"6:00 PM, November 5, 2023",CLE,GSW,42,62,115,29,https://www.basketball-reference.com/boxscores/202311050CLE.html
"7:30 PM, November 5, 2023",DAL,CHO,65,53,124,41,https://www.basketball-reference.com/boxscores/202311050DAL.html
"3:00 PM, November 5, 2023",DET,PHO,58,62,106,26,https://www.basketball-reference.com/boxscores/202311050DET.html
"9:00 PM, November 5, 2023",POR,MEM,63,49,100,14,https://www.basketball-reference.com/boxscores/202311050POR.html
"3:30 PM, November 5, 2023",SAS,TOR,52,58,116,6,https://www.basketball-reference.com/boxscores/202311050SAS.html
"7:30 PM, November 6, 2023",BRK,MIL,67,62,125,31,https://www.basketball-reference.com/boxscores/202311060BRK.html
"8:00 PM, November 6, 2023",CHI,UTA,55,58,130,32,https://www.basketball-reference.com/boxscores/202311060CHI.html
"9:00 PM, November 6, 2023",DEN,NOP,68,48,134,35,https://www.basketball-reference.com/boxscores/202311060DEN.html
"7:00 PM, November 6, 2023",DET,GSW,62,58,109,27,https://www.basketball-reference.com/boxscores/202311060DET.html
"8:00 PM, November 6, 2023",HOU,SAC,57,40,122,25,https://www.basketball-reference.com/boxscores/202311060HOU.html
"7:00 PM, November 6, 2023",IND,SAS,57,54,152,33,https://www.basketball-reference.com/boxscores/202311060IND.html
"7:30 PM, November 6, 2023",MIA,LAL,54,53,108,18,https://www.basketball-reference.com/boxscores/202311060MIA.html
"8:00 PM, November 6, 2023",MIN,BOS,56,45,114,13,https://www.basketball-reference.com/boxscores/202311060MIN.html
"7:30 PM, November 6, 2023",NYK,LAC,46,51,111,35,https://www.basketball-reference.com/boxscores/202311060NYK.html
"8:00 PM, November 6, 2023",OKC,ATL,62,55,126,30,https://www.basketball-reference.com/boxscores/202311060OKC.html
"7:00 PM, November 6, 2023",ORL,DAL,57,60,102,19,https://www.basketball-reference.com/boxscores/202311060ORL.html
"7:00 PM, November 6, 2023",PHI,WAS,64,64,146,26,https://www.basketball-reference.com/boxscores/202311060PHI.html
"7:30 PM, November 8, 2023",BRK,LAC,50,43,100,27,https://www.basketball-reference.com/boxscores/202311080BRK.html
"8:00 PM, November 8, 2023",CHI,PHO,40,67,115,8,https://www.basketball-reference.com/boxscores/202311080CHI.html
"7:00 PM, November 8, 2023",CHO,WAS,70,62,116,32,https://www.basketball-reference.com/boxscores/202311080CHO.html
"8:30 PM, November 8, 2023",DAL,TOR,63,64,116,28,https://www.basketball-reference.com/boxscores/202311080DAL.html
"10:00 PM, November 8, 2023",DEN,GSW,53,52,108,32,https://www.basketball-reference.com/boxscores/202311080DEN.html
"8:00 PM, November 8, 2023",HOU,LAL,49,45,128,29,https://www.basketball-reference.com/boxscores/202311080HOU.html
"7:00 PM, November 8, 2023",IND,UTA,51,67,134,33,https://www.basketball-reference.com/boxscores/202311080IND.html
"8:00 PM, November 8, 2023",MEM,MIA,52,56,102,26,https://www.basketball-reference.com/boxscores/202311080MEM.html
"8:00 PM, November 8, 2023",MIL,DET,52,66,120,30,https://www.basketball-reference.com/boxscores/202311080MIL.html
"8:00 PM, November 8, 2023",MIN,NOP,53,48,122,25,https://www.basketball-reference.com/boxscores/202311080MIN.html
"7:30 PM, November 8, 2023",NYK,SAS,68,37,126,27,https://www.basketball-reference.com/boxscores/202311080NYK.html
"8:00 PM, November 8, 2023",OKC,CLE,61,59,128,29,https://www.basketball-reference.com/boxscores/202311080OKC.html
"7:00 PM, November 8, 2023",PHI,BOS,59,44,106,25,https://www.basketball-reference.com/boxscores/202311080PHI.html
"10:00 PM, November 8, 2023",SAC,POR,58,53,121,10,https://www.basketball-reference.com/boxscores/202311080SAC.html
"7:00 PM, November 9, 2023",IND,MIL,66,58,126,33,https://www.basketball-reference.com/boxscores/202311090IND.html
"9:30 PM, November 9, 2023",ORL,ATL,66,54,119,21,https://www.basketball-reference.com/boxscores/202311090ORL.html
In-Season Tournament,BOS,BRK,44,63,121,28,https://www.basketball-reference.com/boxscores/202311100BOS.html
In-Season Tournament,DAL,LAC,55,71,144,29,https://www.basketball-reference.com/boxscores/202311100DAL.html
In-Season Tournament,DET,PHI,58,56,106,29,https://www.basketball-reference.com/boxscores/202311100DET.html
In-Season Tournament,HOU,NOP,39,62,104,34,https://www.basketball-reference.com/boxscores/202311100HOU.html
In-Season Tournament,MEM,UTA,66,61,121,26,https://www.basketball-reference.com/boxscores/202311100MEM.html
In-Season Tournament,PHO,LAL,63,59,119,23,https://www.basketball-reference.com/boxscores/202311100PHO.html
In-Season Tournament,SAC,OKC,50,48,105,30,https://www.basketball-reference.com/boxscores/202311100SAC.html
In-Season Tournament,SAS,MIN,61,56,110,37,https://www.basketball-reference.com/boxscores/202311100SAS.html
In-Season Tournament,WAS,CHO,71,53,117,20,https://www.basketball-reference.com/boxscores/202311100WAS.html
"7:30 PM, November 11, 2023",ATL,MIA,46,71,109,27,https://www.basketball-reference.com/boxscores/202311110ATL.html
"7:00 PM, November 11, 2023",BOS,TOR,43,51,117,29,https://www.basketball-reference.com/boxscores/202311110BOS.html
"8:30 PM, November 11, 2023",GSW,CLE,72,46,110,27,https://www.basketball-reference.com/boxscores/202311110GSW.html
"6:00 PM, November 11, 2023",ORL,MIL,49,48,112,24,https://www.basketball-reference.com/boxscores/202311110ORL.html
"3:00 PM, November 12, 2023",BRK,WAS,48,46,102,24,https://www.basketball-reference.com/boxscores/202311120BRK.html
"7:00 PM, November 12, 2023",CHI,DET,46,62,119,35,https://www.basketball-reference.com/boxscores/202311120CHI.html
"8:30 PM, November 12, 2023",GSW,MIN,52,64,110,37,https://www.basketball-reference.com/boxscores/202311120GSW.html
"7:00 PM, November 12, 2023",HOU,DEN,48,56,107,33,https://www.basketball-reference.com/boxscores/202311120HOU.html
"3:30 PM, November 12, 2023",LAC,MEM,45,60,101,33,https://www.basketball-reference.com/boxscores/202311120LAC.html
"10:00 PM, November 12, 2023",LAL,POR,59,51,116,25,https://www.basketball-reference.com/boxscores/202311120LAL.html
"7:00 PM, November 12, 2023",NOP,DAL,60,76,124,39,https://www.basketball-reference.com/boxscores/202311120NOP.html
"12:00 PM, November 12, 2023",NYK,CHO,57,50,129,30,https://www.basketball-reference.com/boxscores/202311120NYK.html
"6:00 PM, November 12, 2023",PHI,IND,60,66,137,37,https://www.basketball-reference.com/boxscores/202311120PHI.html
"8:00 PM, November 12, 2023",PHO,OKC,56,55,99,13,https://www.basketball-reference.com/boxscores/202311120PHO.html
"7:00 PM, November 12, 2023",SAS,MIA,71,47,113,29,https://www.basketball-reference.com/boxscores/202311120SAS.html
"7:30 PM, November 13, 2023",BOS,NYK,51,47,114,30,https://www.basketball-reference.com/boxscores/202311130BOS.html
"8:00 PM, November 13, 2023",MIL,CHI,66,43,118,35,https://www.basketball-reference.com/boxscores/202311130MIL.html
"10:00 PM, November 13, 2023",SAC,CLE,66,54,132,22,https://www.basketball-reference.com/boxscores/202311130SAC.html
"7:30 PM, November 13, 2023",TOR,WAS,48,59,111,30,https://www.basketball-reference.com/boxscores/202311130TOR.html
In-Season Tournament,BRK,ORL,54,50,124,36,https://www.basketball-reference.com/boxscores/202311140BRK.html
In-Season Tournament,CHO,MIA,57,54,105,25,https://www.basketball-reference.com/boxscores/202311140CHO.html
In-Season Tournament,DEN,LAC,50,58,111,27,https://www.basketball-reference.com/boxscores/202311140DEN.html
In-Season Tournament,DET,ATL,55,71,120,29,https://www.basketball-reference.com/boxscores/202311140DET.html
In-Season Tournament,GSW,MIN,60,44,101,18,https://www.basketball-reference.com/boxscores/202311140GSW.html
In-Season Tournament,LAL,MEM,46,61,134,27,https://www.basketball-reference.com/boxscores/202311140LAL.html
In-Season Tournament,NOP,DAL,53,57,131,17,https://www.basketball-reference.com/boxscores/202311140NOP.html
In-Season Tournament,OKC,SAS,44,43,123,32,https://www.basketball-reference.com/boxscores/202311140OKC.html
In-Season Tournament,PHI,IND,64,68,126,32,https://www.basketball-reference.com/boxscores/202311140PHI.html
In-Season Tournament,UTA,POR,43,56,115,20,https://www.basketball-reference.com/boxscores/202311140UTA.html
"7:30 PM, November 15, 2023",ATL,NYK,53,63,114,33,https://www.basketball-reference.com/boxscores/202311150ATL.html
"8:00 PM, November 15, 2023",CHI,ORL,52,44,94,30,https://www.basketball-reference.com/boxscores/202311150CHI.html
"10:00 PM, November 15, 2023",LAL,SAC,55,70,110,30,https://www.basketball-reference.com/boxscores/202311150LAL.html
"7:30 PM, November 15, 2023",PHI,BOS,54,63,107,32,https://www.basketball-reference.com/boxscores/202311150PHI.html
"9:00 PM, November 15, 2023",PHO,MIN,58,57,133,23,https://www.basketball-reference.com/boxscores/202311150PHO.html
"10:00 PM, November 15, 2023",POR,CLE,51,58,95,20,https://www.basketball-reference.com/boxscores/202311150POR.html
"7:30 PM, November 15, 2023",TOR,MIL,62,66,112,33,https://www.basketball-reference.com/boxscores/202311150TOR.html
"7:00 PM, November 15, 2023",WAS,DAL,56,74,117,34,https://www.basketball-reference.com/boxscores/202311150WAS.html
"10:00 PM, November 16, 2023",GSW,OKC,62,66,109,24,https://www.basketball-reference.com/boxscores/202311160GSW.html
"7:30 PM, November 16, 2023",MIA,BRK,57,58,122,27,https://www.basketball-reference.com/boxscores/202311160MIA.html
In-Season Tournament,ATL,PHI,59,67,116,29,https://www.basketball-reference.com/boxscores/202311170ATL.html
In-Season Tournament,CHI,ORL,51,52,97,32,https://www.basketball-reference.com/boxscores/202311170CHI.html
In-Season Tournament,CHO,MIL,69,61,99,18,https://www.basketball-reference.com/boxscores/202311170CHO.html
In-Season Tournament,CLE,DET,46,54,108,28,https://www.basketball-reference.com/boxscores/202311170CLE.html
In-Season Tournament,LAC,HOU,50,50,106,27,https://www.basketball-reference.com/boxscores/202311170LAC.html
In-Season Tournament,NOP,DEN,49,61,115,20,https://www.basketball-reference.com/boxscores/202311170NOP.html
In-Season Tournament,POR,LAL,55,52,95,20,https://www.basketball-reference.com/boxscores/202311170POR.html
In-Season Tournament,SAS,SAC,67,62,120,26,https://www.basketball-reference.com/boxscores/202311170SAS.html
In-Season Tournament,TOR,BOS,63,45,105,24,https://www.basketball-reference.com/boxscores/202311170TOR.html
In-Season Tournament,UTA,PHO,63,68,128,29,https://www.basketball-reference.com/boxscores/202311170UTA.html
In-Season Tournament,WAS,NYK,61,59,99,15,https://www.basketball-reference.com/boxscores/202311170WAS.html
"8:00 PM, November 18, 2023",CHI,MIA,45,52,102,34,https://www.basketball-reference.com/boxscores/202311180CHI.html
"6:00 PM, November 18, 2023",CHO,NYK,64,58,108,28,https://www.basketball-reference.com/boxscores/202311180CHO.html
"8:30 PM, November 18, 2023",GSW,OKC,50,67,123,6,https://www.basketball-reference.com/boxscores/202311180GSW.html
"8:00 PM, November 18, 2023",MIL,DAL,51,74,132,43,https://www.basketball-reference.com/boxscores/202311180MIL.html
"7:00 PM, November 18, 2023",NOP,MIN,68,53,120,25,https://www.basketball-reference.com/boxscores/202311180NOP.html
"8:00 PM, November 18, 2023",SAS,MEM,58,62,108,14,https://www.basketball-reference.com/boxscores/202311180SAS.html
"3:00 PM, November 19, 2023",BRK,PHI,65,56,99,28,https://www.basketball-reference.com/boxscores/202311190BRK.html
"6:00 PM, November 19, 2023",CLE,DEN,65,44,121,29,https://www.basketball-reference.com/boxscores/202311190CLE.html
"7:30 PM, November 19, 2023",DAL,SAC,57,72,113,17,https://www.basketball-reference.com/boxscores/202311190DAL.html
"5:00 PM, November 19, 2023",IND,ORL,57,71,116,38,https://www.basketball-reference.com/boxscores/202311190IND.html
"9:30 PM, November 19, 2023",LAL,HOU,56,48,105,24,https://www.basketball-reference.com/boxscores/202311190LAL.html
"8:00 PM, November 19, 2023",MEM,BOS,53,49,100,24,https://www.basketball-reference.com/boxscores/202311190MEM.html
"9:00 PM, November 19, 2023",POR,OKC,76,58,91,25,https://www.basketball-reference.com/boxscores/202311190POR.html
"4:00 PM, November 19, 2023",TOR,DET,66,47,142,38,https://www.basketball-reference.com/boxscores/202311190TOR.html
"8:00 PM, November 19, 2023",UTA,PHO,61,54,137,10,https://www.basketball-reference.com/boxscores/202311190UTA.html
"8:00 PM, November 20, 2023",CHI,MIA,57,61,100,19,https://www.basketball-reference.com/boxscores/202311200CHI.html
"7:00 PM, November 20, 2023",CHO,BOS,55,53,121,13,https://www.basketball-reference.com/boxscores/202311200CHO.html
"7:00 PM, November 20, 2023",DET,DEN,55,52,103,24,https://www.basketball-reference.com/boxscores/202311200DET.html
"10:00 PM, November 20, 2023",GSW,HOU,61,55,121,29,https://www.basketball-reference.com/boxscores/202311200GSW.html
"8:00 PM, November 20, 2023",MIN,NYK,53,47,117,24,https://www.basketball-reference.com/boxscores/202311200MIN.html
"8:00 PM, November 20, 2023",NOP,SAC,46,47,129,29,https://www.basketball-reference.com/boxscores/202311200NOP.html
"8:00 PM, November 20, 2023",SAS,LAC,66,58,99,22,https://www.basketball-reference.com/boxscores/202311200SAS.html
"7:00 PM, November 20, 2023",WAS,MIL,77,65,129,27,https://www.basketball-reference.com/boxscores/202311200WAS.html
In-Season Tournament,ATL,IND,77,80,152,38,https://www.basketball-reference.com/boxscores/202311210ATL.html
In-Season Tournament,LAL,UTA,48,51,131,29,https://www.basketball-reference.com/boxscores/202311210LAL.html
In-Season Tournament,ORL,TOR,58,49,126,26,https://www.basketball-reference.com/boxscores/202311210ORL.html
In-Season Tournament,PHI,CLE,60,50,119,9,https://www.basketball-reference.com/boxscores/202311210PHI.html
In-Season Tournament,PHO,POR,55,52,120,26,https://www.basketball-reference.com/boxscores/202311210PHO.html
"7:30 PM, November 22, 2023",ATL,BRK,70,61,147,16,https://www.basketball-reference.com/boxscores/202311220ATL.html
"7:30 PM, November 22, 2023",BOS,MIL,73,43,119,25,https://www.basketball-reference.com/boxscores/202311220BOS.html
"7:00 PM, November 22, 2023",CHO,WAS,55,59,117,39,https://www.basketball-reference.com/boxscores/202311220CHO.html
"7:30 PM, November 22, 2023",CLE,MIA,60,69,96,17,https://www.basketball-reference.com/boxscores/202311220CLE.html
"8:00 PM, November 22, 2023",HOU,MEM,41,50,111,37,https://www.basketball-reference.com/boxscores/202311220HOU.html
"7:30 PM, November 22, 2023",IND,TOR,73,59,131,30,https://www.basketball-reference.com/boxscores/202311220IND.html
"10:30 PM, November 22, 2023",LAL,DAL,46,58,101,30,https://www.basketball-reference.com/boxscores/202311220LAL.html
"8:00 PM, November 22, 2023",MIN,PHI,49,50,112,21,https://www.basketball-reference.com/boxscores/202311220MIN.html
"8:00 PM, November 22, 2023",NOP,SAC,53,59,117,24,https://www.basketball-reference.com/boxscores/202311220NOP.html
"8:00 PM, November 22, 2023",OKC,CHI,50,52,116,32,https://www.basketball-reference.com/boxscores/202311220OKC.html
"7:00 PM, November 22, 2023",ORL,DEN,65,54,124,42,https://www.basketball-reference.com/boxscores/202311220ORL.html
"10:00 PM, November 22, 2023",PHO,GSW,56,59,123,32,https://www.basketball-reference.com/boxscores/202311220PHO.html
"10:00 PM, November 22, 2023",POR,UTA,57,48,121,32,https://www.basketball-reference.com/boxscores/202311220POR.html
"8:00 PM, November 22, 2023",SAS,LAC,55,54,102,32,https://www.basketball-reference.com/boxscores/202311220SAS.html
In-Season Tournament,GSW,SAS,51,61,118,32,https://www.basketball-reference.com/boxscores/202311240GSW.html
In-Season Tournament,HOU,DEN,41,45,105,21,https://www.basketball-reference.com/boxscores/202311240HOU.html
In-Season Tournament,IND,DET,54,59,136,39,https://www.basketball-reference.com/boxscores/202311240IND.html
In-Season Tournament,LAC,NOP,51,65,106,23,https://www.basketball-reference.com/boxscores/202311240LAC.html
In-Season Tournament,MEM,PHO,62,48,89,16,https://www.basketball-reference.com/boxscores/202311240MEM.html
In-Season Tournament,MIL,WAS,65,63,131,39,https://www.basketball-reference.com/boxscores/202311240MIL.html
In-Season Tournament,MIN,SAC,64,60,111,32,https://www.basketball-reference.com/boxscores/202311240MIN.html
In-Season Tournament,NYK,MIA,33,65,100,29,https://www.basketball-reference.com/boxscores/202311240NYK.html
In-Season Tournament,ORL,BOS,48,48,113,36,https://www.basketball-reference.com/boxscores/202311240ORL.html
In-Season Tournament,TOR,CHI,57,51,121,28,https://www.basketball-reference.com/boxscores/202311240TOR.html
"6:00 PM, November 25, 2023",BRK,MIA,52,45,112,22,https://www.basketball-reference.com/boxscores/202311250BRK.html
"7:30 PM, November 25, 2023",CLE,LAL,63,58,115,21,https://www.basketball-reference.com/boxscores/202311250CLE.html
"10:30 PM, November 25, 2023",LAC,DAL,53,35,107,28,https://www.basketball-reference.com/boxscores/202311250LAC.html
"5:00 PM, November 25, 2023",OKC,PHI,70,57,123,41,https://www.basketball-reference.com/boxscores/202311250OKC.html
"9:30 PM, November 25, 2023",UTA,NOP,47,53,105,37,https://www.basketball-reference.com/boxscores/202311250UTA.html
"7:00 PM, November 25, 2023",WAS,ATL,65,71,108,30,https://www.basketball-reference.com/boxscores/202311250WAS.html
"6:00 PM, November 26, 2023",BOS,ATL,48,55,113,23,https://www.basketball-reference.com/boxscores/202311260BOS.html
"7:30 PM, November 26, 2023",BRK,CHI,45,64,118,22,https://www.basketball-reference.com/boxscores/202311260BRK.html
"7:30 PM, November 26, 2023",CLE,TOR,54,48,105,31,https://www.basketball-reference.com/boxscores/202311260CLE.html
"8:00 PM, November 26, 2023",DEN,SAS,61,59,132,25,https://www.basketball-reference.com/boxscores/202311260DEN.html
"6:00 PM, November 26, 2023",MEM,MIN,58,61,97,31,https://www.basketball-reference.com/boxscores/202311260MEM.html
"3:30 PM, November 26, 2023",MIL,POR,51,51,108,33,https://www.basketball-reference.com/boxscores/202311260MIL.html
