Game ID,League,Comeback Team (CBT),Opponent Team (OPP),Game Date,Media Outlet,URL of Article,Headline,Author Written,Player Quotes,Coach Quotes,C- ATT. Ind. Resilience,O- ATT. Ind. Resilience,C- ATT. Self-Efficacy,O- ATT. Self-Efficacy,C- ATT. Team Efficacy/Cohesion,O- ATT. Team Efficacy/Cohesion,C- ATT. Verbal Persuasion,O- ATT. Verbal Persuasion,C- ATT. Emotional Reg.,O- ATT. Emotional Reg.,C- AFT. Momentum Lang.,O- AFT. Momentum Lang.,C- AFT. Draining Lang,O- AFT. Draining Lang,C- AFT. Perf. Outcome Lang.,O- AFT. Perf. Outcome Lang.,C- Gendered Lang.,O- Gendered Lang.
wnba_02,WNBA,Las Vegas Aces,Chicago Sky,08-24-2023,Las Vegas Review-Journal,https://www.reviewjournal.com/sports/aces/aces-set-single-season-wins-record-all-star-shines-on-birthday-2893842/,Aces set single-season wins record; All-Star shines on birthday,25,7,3,5,0,2,0,4,0,2,0,2,0,3,0,0,0,19,2,0,0
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,WNBA,https://dream.wnba.com/news/the-atlanta-dream-drop-game-to-surging-sparks,The Atlanta Dream Drop Game To Surging Sparks,34,4,5,2,1,0,0,0,4,0,0,0,1,3,0,0,9,9,22,0,0
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,ESPN,https://www.espn.com/wnba/recap/_/gameId/401507331,Nneka Ogwumike has 100th career double-double to rally Sparks past Dream 83-78 for 6th straight win,13,0,0,5,0,0,0,3,0,0,0,0,0,3,2,0,1,5,8,0,0
wnba_03,WNBA,Los Angeles Sparks,Atlanta Dream,08-25-2023,The Sporting Tribune,https://www.thesportingtribune.com/2024/03/08/sparks-make-it-6-straight-wins-after-beating-atlanta-dream,Sparks make it 6 straight wins after beating Atlanta,41,6,1,8,1,0,0,7,0,0,0,4,0,6,0,0,3,21,10,0,0
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,Hartford Courant,https://www.courant.com/2024/09/06/second-half-struggles-doom-connecticut-sun-in-72-67-loss-vs-las-vegas-aces-aja-wilson/,"Second-half struggles doom Connecticut Sun in 72-67 loss vs. Las Vegas Aces, A’ja Wilson",27,0,8,6,7,0,0,1,4,0,2,0,1,4,2,0,6,8,14,0,0
wnba_04,WNBA,Las Vegas Aces,Connecticut Sun,09-06-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620420,"Kelsey Plum, A'ja Wilson rally Aces to 4th straight victory, 72-67 over Sun",39,3,3,7,1,0,0,11,2,1,0,0,0,7,1,0,0,23,11,0,0
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,WNBA,https://dream.wnba.com/news/dream-weather-the-storm-in-83-81-win-over-seattle,Dream weather the Storm in 83-81 win over Seattle,12,3,4,5,1,2,0,4,0,4,0,0,0,1,0,0,0,12,1,0,0
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,ESPN,https://www.espn.com/wnba/recap/_/gameId/401620369,"Rhyne Howard scores 30, Tina Charles hits winning shot as Dream beat Storm 83-81",13,0,0,6,2,0,0,1,0,0,0,0,0,4,0,0,0,7,6,0,0
wnba_05,WNBA,Atlanta Dream,Seattle Storm,08-16-2024,SB Nation,https://www.sbnation.com/wnba/2024/8/17/24222217/rhyne-howard-tina-charles-atlanta-dream-seattle-storm-wnba-game-scores-skylar-diggins-smith,"Rhyne Howard dominates, Tina Charles hits game-winner in Dream win over Storm",18,5,2,7,3,3,0,1,0,3,2,0,0,0,0,0,0,12,3,0,0
wnba_06,WNBA,Indiana Fever,Los Angeles Sparks,05-24-2024,Yahoo Sports,https://sports.yahoo.com/caitlin-clark-lands-dagger-for-first-career-wnba-win-after-0-5-start-040946680.html,Caitlin Clark lands dagger for first career WNBA win after 0-5 start,14,0,0,6,0,0,0,1,0,0,0,1,0,1,0,0,0,11,2,0,0
wnba_06,WNBA,Indiana Fever,Los Angeles Sparks,05-24-2024,Indianapolis Star,https://www.indystar.com/story/sports/basketball/wnba/fever/2024/05/24/indiana-fever-caitlin-clark-vs-l-a-sparks-score-updates-highlights/73839521007/,Game recap: Fever pick up first win of Caitlin Clark era with second-half rally,51,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,2,33,16,0,0
wnba_06,WNBA,Indiana Fever,Los Angeles Sparks,05-24-2024,NYT Athletic,https://www.nytimes.com/athletic/5518772/2024/05/25/caitlin-clark-fever-sparks-takeaways/,Caitlin Clark hits final-minute 3 to lift Fever past Sparks for first win of season,24,2,2,5,0,1,0,13,0,3,0,0,0,1,0,0,0,14,1,0,0
